time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	9.11085e-05	1042.17
1	9.11085e-05	0.000184584	1075.81
2	0.000184584	0.000280552	1002.06
3	0.000280552	0.00037915	968.578
4	0.00037915	0.000480525	822.669
5	0.000480525	0.000584839	639.303
6	0.000584839	0.000692268	486.949
7	0.000692268	0.000803003	382.813
8	0.000803003	0.000917253	317.785
9	0.000917253	0.00103525	279.102
10	0.00103525	0.00115725	251.843
11	0.00115725	0.00128353	251.843
12	0.00128353	0.0014144	243.493
13	0.0014144	0.00155021	243.493
14	0.00155021	0.00169135	251.465
15	0.00169135	0.00183825	251.465
16	0.00183825	0.00199141	264.228
17	0.00199141	0.00215137	264.228
18	0.00215137	0.00231878	273.264
19	0.00231878	0.00249435	273.264
20	0.00249435	0.00267894	271.019
21	0.00267894	0.0028735	271.019
22	0.0028735	0.00307919	250.917
23	0.00307919	0.00329736	250.917
24	0.00329736	0.0035296	209.704
25	0.0035296	0.00377788	209.704
26	0.00377788	0.00404457	152.175
27	0.00404457	0.00433261	152.175
28	0.00433261	0.00464573	92.7873
29	0.00464573	0.00498871	92.7873
30	0.00498871	0.00536786	47.0628
31	0.00536786	0.00579171	47.0628
32	0.00579171	0.00627224	20.3292
33	0.00627224	0.00682696	20.3292
34	0.00682696	0.00748306	7.95828
35	0.00748306	0.00828607	7.95828
36	0.00828607	0.00932132	3.24797
37	0.00932132	0.0107804	3.24797
38	0.0107804	0.0132748	8.54067
39	0.0132748	inf	8.54067
