time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	0.000115039	187.323
1	0.000115039	0.000233067	624.865
2	0.000233067	0.000354242	393.257
3	0.000354242	0.000478738	515.219
4	0.000478738	0.000606741	593.758
5	0.000606741	0.000738455	557.403
6	0.000738455	0.000874101	444.334
7	0.000874101	0.00101392	329.817
8	0.00101392	0.00115818	246.371
9	0.00115818	0.00130717	192.911
10	0.00130717	0.00146121	149.897
11	0.00146121	0.00162066	149.897
12	0.00162066	0.00178591	127.667
13	0.00178591	0.00195739	127.667
14	0.00195739	0.00213561	124.691
15	0.00213561	0.00232109	124.691
16	0.00232109	0.00251448	130.498
17	0.00251448	0.00271646	130.498
18	0.00271646	0.00292783	139.894
19	0.00292783	0.00314953	139.894
20	0.00314953	0.00338259	148.739
21	0.00338259	0.00362826	148.739
22	0.00362826	0.00388798	151.804
23	0.00388798	0.00416345	151.804
24	0.00416345	0.0044567	143.181
25	0.0044567	0.00477019	143.181
26	0.00477019	0.00510692	119.226
27	0.00510692	0.00547062	119.226
28	0.00547062	0.00586598	83.4552
29	0.00586598	0.00629905	83.4552
30	0.00629905	0.00677779	47.5076
31	0.00677779	0.00731297	47.5076
32	0.00731297	0.00791972	22.0956
33	0.00791972	0.00862015	22.0956
34	0.00862015	0.00944858	8.9026
35	0.00944858	0.0104625	8.9026
36	0.0104625	0.0117697	3.67341
37	0.0117697	0.013612	3.67341
38	0.013612	0.0167616	3.88902
39	0.0167616	inf	3.88902
