time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	0.000115655	187.4
1	0.000115655	0.000234314	545.077
2	0.000234314	0.000356138	440.164
3	0.000356138	0.0004813	599.076
4	0.0004813	0.000609988	612.365
5	0.000609988	0.000742407	504.218
6	0.000742407	0.000878779	380.175
7	0.000878779	0.00101935	284.798
8	0.00101935	0.00116438	221.246
9	0.00116438	0.00131417	181.507
10	0.00131417	0.00146903	150.267
11	0.00146903	0.00162934	150.267
12	0.00162934	0.00179547	135.496
13	0.00179547	0.00196787	135.496
14	0.00196787	0.00214703	135.507
15	0.00214703	0.00233351	135.507
16	0.00233351	0.00252793	141.272
17	0.00252793	0.00273099	141.272
18	0.00273099	0.0029435	147.896
19	0.0029435	0.00316638	147.896
20	0.00316638	0.0034007	152.134
21	0.0034007	0.00364768	152.134
22	0.00364768	0.00390879	151.093
23	0.00390879	0.00418573	151.093
24	0.00418573	0.00448055	141.53
25	0.00448055	0.00479572	141.53
26	0.00479572	0.00513425	120.557
27	0.00513425	0.0054999	120.557
28	0.0054999	0.00589738	88.8329
29	0.00589738	0.00633276	88.8329
30	0.00633276	0.00681406	53.85
31	0.00681406	0.00735211	53.85
32	0.00735211	0.0079621	26.289
33	0.0079621	0.00866628	26.289
34	0.00866628	0.00949915	10.7855
35	0.00949915	0.0105185	10.7855
36	0.0105185	0.0118327	4.37418
37	0.0118327	0.0136849	4.37418
38	0.0136849	0.0168513	4.26185
39	0.0168513	inf	4.26185
