0.00114203	-4213732.72	-0,0.000115655,0.000234314,0.000356138,0.0004813,0.000609988,0.000742407,0.000878779,0.00101935,0.00116438,0.00131417,0.00146903,0.00162934,0.00179547,0.00196787,0.00214703,0.00233351,0.00252793,0.00273099,0.0029435,0.00316638,0.0034007,0.00364768,0.00390879,0.00418573,0.00448055,0.00479572,0.00513425,0.0054999,0.00589738,0.00633276,0.00681406,0.00735211,0.0079621,0.00866628,0.00949915,0.0105185,0.0118327,0.0136849,0.0168513,inf	218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908,218.908
0.00110965	-4204295.66	-0,0.000115655,0.000234314,0.000356138,0.0004813,0.000609988,0.000742407,0.000878779,0.00101935,0.00116438,0.00131417,0.00146903,0.00162934,0.00179547,0.00196787,0.00214703,0.00233351,0.00252793,0.00273099,0.0029435,0.00316638,0.0034007,0.00364768,0.00390879,0.00418573,0.00448055,0.00479572,0.00513425,0.0054999,0.00589738,0.00633276,0.00681406,0.00735211,0.0079621,0.00866628,0.00949915,0.0105185,0.0118327,0.0136849,0.0168513,inf	301.689,326.486,297.476,273.249,254.889,241.425,231.639,224.476,219.165,215.175,210.915,210.915,207.231,207.231,204.914,204.914,203.394,203.394,202.357,202.357,201.619,201.619,201.067,201.067,200.624,200.624,200.23,200.23,199.822,199.822,199.322,199.322,198.594,198.594,197.332,197.332,194.496,194.496,187.917,187.917
0.00108276	-4196915.57	-0,0.000115655,0.000234314,0.000356138,0.0004813,0.000609988,0.000742407,0.000878779,0.00101935,0.00116438,0.00131417,0.00146903,0.00162934,0.00179547,0.00196787,0.00214703,0.00233351,0.00252793,0.00273099,0.0029435,0.00316638,0.0034007,0.00364768,0.00390879,0.00418573,0.00448055,0.00479572,0.00513425,0.0054999,0.00589738,0.00633276,0.00681406,0.00735211,0.0079621,0.00866628,0.00949915,0.0105185,0.0118327,0.0136849,0.0168513,inf	321.007,410.228,363.848,319.788,285.307,259.9,241.512,228.141,218.294,210.941,203.139,203.139,196.449,196.449,192.271,192.271,189.547,189.547,187.699,187.699,186.393,186.393,185.427,185.427,184.663,184.663,183.995,183.995,183.319,183.319,182.5,182.5,181.312,181.312,179.265,179.265,174.748,174.748,164.799,164.799
0.00106055	-4191031.11	-0,0.000115655,0.000234314,0.000356138,0.0004813,0.000609988,0.000742407,0.000878779,0.00101935,0.00116438,0.00131417,0.00146903,0.00162934,0.00179547,0.00196787,0.00214703,0.00233351,0.00252793,0.00273099,0.0029435,0.00316638,0.0034007,0.00364768,0.00390879,0.00418573,0.00448055,0.00479572,0.00513425,0.0054999,0.00589738,0.00633276,0.00681406,0.00735211,0.0079621,0.00866628,0.00949915,0.0105185,0.0118327,0.0136849,0.0168513,inf	303.823,468.344,417.477,359.353,311.468,275.651,249.697,230.89,217.106,206.865,196.055,196.055,186.856,186.856,181.144,181.144,177.436,177.436,174.928,174.928,173.164,173.164,171.867,171.867,170.854,170.854,169.983,169.983,169.119,169.119,168.086,168.086,166.601,166.601,164.058,164.058,158.543,158.543,146.911,146.911
0.00104236	-4186286.49	-0,0.000115655,0.000234314,0.000356138,0.0004813,0.000609988,0.000742407,0.000878779,0.00101935,0.00116438,0.00131417,0.00146903,0.00162934,0.00179547,0.00196787,0.00214703,0.00233351,0.00252793,0.00273099,0.0029435,0.00316638,0.0034007,0.00364768,0.00390879,0.00418573,0.00448055,0.00479572,0.00513425,0.0054999,0.00589738,0.00633276,0.00681406,0.00735211,0.0079621,0.00866628,0.00949915,0.0105185,0.0118327,0.0136849,0.0168513,inf	273.568,505.157,459.71,393.087,334.484,289.663,257.01,233.374,216.108,203.332,189.906,189.906,178.555,178.555,171.541,171.541,166.998,166.998,163.929,163.929,161.773,161.773,160.193,160.193,158.969,158.969,157.931,157.931,156.918,156.918,155.729,155.729,154.036,154.036,151.166,151.166,145.054,145.054,132.644,132.644
0.00102758	-4182428.11	-0,0.000115655,0.000234314,0.000356138,0.0004813,0.000609988,0.000742407,0.000878779,0.00101935,0.00116438,0.00131417,0.00146903,0.00162934,0.00179547,0.00196787,0.00214703,0.00233351,0.00252793,0.00273099,0.0029435,0.00316638,0.0034007,0.00364768,0.00390879,0.00418573,0.00448055,0.00479572,0.00513425,0.0054999,0.00589738,0.00633276,0.00681406,0.00735211,0.0079621,0.00866628,0.00949915,0.0105185,0.0118327,0.0136849,0.0168513,inf	242.431,526.071,492.359,422.015,355.152,302.581,263.953,235.967,215.567,200.519,184.765,184.765,171.522,171.522,163.368,163.368,158.093,158.093,154.528,154.528,152.019,152.019,150.181,150.181,148.761,148.761,147.569,147.569,146.425,146.425,145.103,145.103,143.249,143.249,140.145,140.145,133.669,133.669,120.974,120.974
0.0010157	-4179265.36	-0,0.000115655,0.000234314,0.000356138,0.0004813,0.000609988,0.000742407,0.000878779,0.00101935,0.00116438,0.00131417,0.00146903,0.00162934,0.00179547,0.00196787,0.00214703,0.00233351,0.00252793,0.00273099,0.0029435,0.00316638,0.0034007,0.00364768,0.00390879,0.00418573,0.00448055,0.00479572,0.00513425,0.0054999,0.00589738,0.00633276,0.00681406,0.00735211,0.0079621,0.00866628,0.00949915,0.0105185,0.0118327,0.0136849,0.0168513,inf	215.189,535.748,517.129,446.923,373.991,314.784,270.799,238.851,215.586,198.469,180.604,180.604,165.661,165.661,156.486,156.486,150.551,150.551,146.531,146.531,143.693,143.693,141.606,141.606,139.994,139.994,138.65,138.65,137.375,137.375,135.929,135.929,133.932,133.932,130.644,130.644,123.936,123.936,111.225,111.225
0.00100625	-4176652.28	-0,0.000115655,0.000234314,0.000356138,0.0004813,0.000609988,0.000742407,0.000878779,0.00101935,0.00116438,0.00131417,0.00146903,0.00162934,0.00179547,0.00196787,0.00214703,0.00233351,0.00252793,0.00273099,0.0029435,0.00316638,0.0034007,0.00364768,0.00390879,0.00418573,0.00448055,0.00479572,0.00513425,0.0054999,0.00589738,0.00633276,0.00681406,0.00735211,0.0079621,0.00866628,0.00949915,0.0105185,0.0118327,0.0136849,0.0168513,inf	193.041,537.758,535.475,468.39,391.307,326.469,277.667,242.084,216.176,197.15,177.343,177.343,160.847,160.847,150.741,150.741,144.198,144.198,139.751,139.751,136.596,136.596,134.264,134.264,132.458,132.458,130.956,130.956,129.545,129.545,127.97,127.97,125.835,125.835,122.386,122.386,115.519,115.519,102.939,102.939
0.000998866	-4174476.33	-0,0.000115655,0.000234314,0.000356138,0.0004813,0.000609988,0.000742407,0.000878779,0.00101935,0.00116438,0.00131417,0.00146903,0.00162934,0.00179547,0.00196787,0.00214703,0.00233351,0.00252793,0.00273099,0.0029435,0.00316638,0.0034007,0.00364768,0.00390879,0.00418573,0.00448055,0.00479572,0.00513425,0.0054999,0.00589738,0.00633276,0.00681406,0.00735211,0.0079621,0.00866628,0.00949915,0.0105185,0.0118327,0.0136849,0.0168513,inf	175.745,534.71,548.593,486.842,407.27,337.713,284.585,245.656,217.293,196.49,174.878,174.878,156.948,156.948,145.981,145.981,138.87,138.87,134.017,134.017,130.552,130.552,127.975,127.975,125.97,125.97,124.3,124.3,122.744,122.744,121.032,121.032,118.755,118.755,115.153,115.153,108.167,108.167,95.794,95.794
0.000993253	-4172650.91	-0,0.000115655,0.000234314,0.000356138,0.0004813,0.000609988,0.000742407,0.000878779,0.00101935,0.00116438,0.00131417,0.00146903,0.00162934,0.00179547,0.00196787,0.00214703,0.00233351,0.00252793,0.00273099,0.0029435,0.00316638,0.0034007,0.00364768,0.00390879,0.00418573,0.00448055,0.00479572,0.00513425,0.0054999,0.00589738,0.00633276,0.00681406,0.00735211,0.0079621,0.00866628,0.00949915,0.0105185,0.0118327,0.0136849,0.0168513,inf	162.675,528.725,557.746,502.852,422.163,348.677,291.645,249.61,218.943,196.468,173.154,173.154,153.878,153.878,142.1,142.1,134.449,134.449,129.201,129.201,125.428,125.428,122.601,122.601,120.386,120.386,118.538,118.538,116.823,116.823,114.96,114.96,112.532,112.532,108.774,108.774,101.687,101.687,89.5564,89.5564
